# EMODnet Human Activities — vessel density, 2021-07, leisure ship types.
# source:  https://ows.emodnet-humanactivities.eu/geonetwork/srv/api/records/0f2f3ff1-30ef-49e1-96e7-8ca78d58a07c
# zips:    https://ows.emodnet-humanactivities.eu/geonetwork/srv/api/records/0f2f3ff1-30ef-49e1-96e7-8ca78d58a07c/attachments/EMODnet_HA_Vessel_Density_0[45].zip
# members: vesseldensity_04_20210701.tif (04 = Sailing),
#          vesseldensity_05_20210701.tif (05 = Pleasure Craft)
# licence: Creative Commons CC-BY 4.0 (as stated in the dataset's
#          ISO-19139 metadata inside each zip) — attribution required.
# crs:     EPSG:3035 (ETRS89 / LAEA Europe), 1000 x 1000 m pixels,
#          equal-area, so one pixel is exactly 1 km2.
# unit:    hours per square kilometre per month. EMODnet builds it by
#          drawing a line between consecutive positions of one ship and
#          intersecting it with the 1 km grid, so it is TRACK time, not
#          message count. Per 1 km2 pixel, hours/km2 = hours.
# rows:    pixel CENTRES reprojected to WGS84, kept where the centre is
#          inside lat 53.0-59.0, lon 3.0-17.0 (the project bbox)
#          AND at least one of the two types is > 0. Sorted by lat, lon.
# lon	lat	hours_sailing	hours_pleasure
8.056858	55.287534	0.0250	0.0000
14.431738	55.287596	0.8044	0.5334
6.750111	55.287610	0.0062	0.0000
13.249889	55.287610	1.8962	1.0050
11.219279	55.287618	0.0531	0.0000
13.580692	55.287646	1.4804	1.3605
15.141498	55.287648	1.1993	0.4265
14.163758	55.287733	1.3965	0.9057
12.446844	55.287760	1.4565	1.2907
7.553156	55.287760	0.0644	0.0000
11.203549	55.287769	0.1365	0.1133
8.072584	55.287775	0.2446	0.0000
13.880076	55.287785	0.9795	0.2925
12.871943	55.287789	1.0504	0.8703
11.187819	55.287918	0.9153	0.4643
13.234172	55.288014	1.0874	0.9611
8.088311	55.288015	0.0883	0.0072
14.668316	55.288057	3.0302	1.2953
7.568880	55.288064	0.3122	0.0000
12.431120	55.288064	0.3649	0.7289
11.172089	55.288065	4.5879	3.4950
14.904904	55.288075	3.7182	1.3007
13.564977	55.288091	1.3215	1.3527
15.346705	55.288113	0.3031	0.0000
12.856222	55.288146	1.6529	0.7967
5.583968	55.288148	0.0894	0.0000
14.416032	55.288148	0.8134	0.5950
16.136230	55.288165	0.1117	0.0000
11.156359	55.288210	8.0428	4.3281
15.551921	55.288244	0.0000	0.0837
5.851951	55.288251	0.0614	0.0000
14.148049	55.288251	1.3022	0.9615
8.104038	55.288252	0.0884	0.1124
13.864364	55.288267	1.1162	0.2990
15.125801	55.288287	2.8886	1.5790
11.140629	55.288353	5.5086	3.4195
7.584604	55.288366	0.1089	0.0000
13.218454	55.288416	0.7790	1.2201
8.119766	55.288487	0.0936	0.0802
11.124899	55.288494	4.9882	2.3028
7.159499	55.288501	0.0000	0.0038
12.840501	55.288501	1.1057	0.5208
13.549262	55.288534	1.5003	1.4012
11.109168	55.288634	2.6835	1.0685
14.652613	55.288638	2.5547	1.5574
14.889204	55.288685	4.9690	1.6470
14.400326	55.288697	0.9574	0.6523
8.135493	55.288721	0.0594	0.1325
16.989981	55.288742	0.0278	0.0000
13.848652	55.288748	1.1260	0.4618
14.132340	55.288767	1.5392	0.8735
11.093438	55.288771	3.2690	1.8296
15.331011	55.288778	0.2106	0.0371
13.202735	55.288816	1.4258	1.1492
12.824779	55.288854	0.7368	0.8157
11.077707	55.288906	4.7368	2.1398
15.110104	55.288925	1.2675	0.7030
16.120548	55.288928	0.0000	0.0587
15.536230	55.288935	0.0000	0.0008
8.151221	55.288952	0.3127	0.0881
7.616053	55.288964	0.1052	0.0000
13.533547	55.288976	1.6095	1.1115
11.061976	55.289040	2.6474	1.9278
11.046245	55.289171	1.5936	1.1515
8.166949	55.289182	0.2794	0.1290
12.809058	55.289205	1.2936	0.7668
13.187017	55.289214	1.1266	0.8493
14.636910	55.289217	2.1449	1.7588
13.832939	55.289227	1.0720	0.3530
14.384620	55.289244	0.9689	0.4945
7.631777	55.289261	0.0350	0.0000
14.116630	55.289281	1.3942	1.0172
14.873504	55.289293	5.0568	1.8788
11.030514	55.289300	2.2064	1.7495
8.182677	55.289409	0.1691	0.2554
13.517831	55.289415	2.5036	1.1944
11.014783	55.289428	3.9839	1.9573
15.315316	55.289441	0.2774	0.2200
10.999052	55.289554	5.6143	1.6883
12.793336	55.289555	1.3897	0.5303
7.647502	55.289555	0.0621	0.0811
15.094406	55.289561	1.1089	0.4335
13.171298	55.289611	1.2045	0.7155
16.974313	55.289611	0.2053	0.0000
4.479462	55.289623	0.0000	0.0450
15.520538	55.289623	0.1517	0.0000
8.198405	55.289635	0.3401	0.0920
10.983321	55.289677	4.7789	2.3206
16.104865	55.289689	0.0000	0.1074
13.817226	55.289703	0.9823	0.3251
14.368913	55.289790	1.1976	0.6674
14.100920	55.289793	1.5361	0.7467
14.621206	55.289794	1.6793	0.9463
10.967590	55.289799	2.7277	2.5660
7.663228	55.289847	0.2577	0.0000
13.502115	55.289852	1.2929	1.2610
8.214133	55.289859	0.4033	0.3452
14.857803	55.289899	4.5314	0.8866
12.777614	55.289902	1.3030	0.5247
10.951858	55.289918	4.3160	2.8501
13.155578	55.290005	1.9008	0.6118
10.936127	55.290036	4.9478	3.3040
8.229861	55.290080	0.0385	0.0998
15.299621	55.290102	0.5082	0.1720
7.678953	55.290137	0.1267	0.0000
10.920395	55.290152	4.9618	2.4192
13.801513	55.290178	1.1989	0.4053
15.710078	55.290184	0.0841	0.0000
15.078708	55.290194	0.3149	0.8098
12.761891	55.290247	1.2900	0.6019
10.904663	55.290266	7.1996	3.2075
13.486399	55.290288	1.5063	0.9311
8.245590	55.290300	0.2676	0.0830
14.085210	55.290303	1.5131	0.6991
15.504846	55.290310	0.4139	0.0139
14.353205	55.290333	1.0307	0.7711
14.605502	55.290369	1.8435	1.1747
10.888932	55.290377	11.9607	7.4130
13.139859	55.290397	2.1515	0.9610
16.089182	55.290449	0.0000	0.0302
16.958646	55.290479	0.6069	0.0000
10.873200	55.290487	12.3423	7.3349
14.842102	55.290504	4.1071	0.8149
8.261319	55.290518	0.2838	0.1841
12.746168	55.290590	2.4838	0.6741
10.857468	55.290595	8.5883	15.0525
13.785800	55.290651	1.2614	0.4793
10.841736	55.290701	2.9906	18.0540
13.470682	55.290722	1.8759	1.3878
8.277048	55.290733	0.2437	0.0000
15.283926	55.290762	0.4050	0.0987
13.124139	55.290788	3.2019	1.3370
10.826004	55.290805	15.0740	11.4328
14.069499	55.290811	1.7867	0.5877
15.063010	55.290826	0.5173	1.3042
14.337498	55.290875	1.2907	0.6551
10.810272	55.290907	51.6623	32.7189
12.730445	55.290932	2.0314	0.9140
14.589797	55.290942	1.2092	0.6950
8.292777	55.290947	0.1415	0.0863
15.489154	55.290995	0.0000	0.0972
10.794540	55.291007	21.8330	12.8486
10.778807	55.291105	1.3135	0.1322
14.826400	55.291106	5.5879	2.1794
13.770086	55.291122	1.1745	0.6219
13.454965	55.291153	2.9809	1.4957
8.308506	55.291159	0.2699	0.0700
13.108419	55.291176	2.4349	1.0948
15.883940	55.291193	0.0000	0.0948
12.714722	55.291271	1.4020	0.4917
14.053788	55.291317	1.3505	0.5416
16.942977	55.291344	0.1870	0.0000
8.324235	55.291369	0.1387	0.0000
14.321790	55.291414	1.3355	0.6461
15.268230	55.291419	0.1925	0.0785
15.047311	55.291456	1.3592	2.2104
14.574092	55.291512	1.3731	0.4547
13.092699	55.291563	1.5465	1.3495
13.439248	55.291583	2.5309	0.9285
13.754371	55.291591	1.4087	0.5729
12.698999	55.291608	0.8758	0.7652
15.473461	55.291678	0.0851	0.0000
14.810698	55.291706	6.9905	5.6032
14.038077	55.291822	1.4087	0.3669
15.868253	55.291925	0.0747	0.0000
7.316725	55.291944	0.0576	0.0000
12.683275	55.291944	0.8406	0.3785
13.076978	55.291947	1.4972	0.9016
14.306081	55.291952	1.3361	0.8023
13.423530	55.292010	1.6860	1.4071
13.738657	55.292058	1.2724	0.7973
15.252534	55.292075	0.8528	0.1278
14.558387	55.292081	1.9316	0.5966
15.031612	55.292084	2.1136	1.1945
12.667551	55.292277	0.6347	0.4425
14.794995	55.292305	26.0336	17.6444
14.022365	55.292324	1.6129	0.4035
13.061257	55.292330	1.7091	1.1896
15.457767	55.292359	0.1721	0.0000
13.407812	55.292436	1.8789	1.2437
14.290372	55.292487	1.7320	0.9218
13.722942	55.292523	1.8346	0.8969
12.651827	55.292609	0.6559	0.4876
16.753400	55.292639	0.0349	0.0000
14.542681	55.292649	1.9491	0.7062
15.852565	55.292655	0.0423	0.0000
7.820491	55.292662	0.1295	0.0000
15.015912	55.292710	1.8178	0.6029
13.045536	55.292710	2.2221	0.8915
15.236837	55.292728	0.4625	0.0678
16.405594	55.292780	0.4495	0.0000
14.006653	55.292824	1.6697	0.4746
13.392094	55.292860	2.2341	1.6414
14.779292	55.292901	93.3907	17.6115
9.614519	55.292919	0.0000	0.1177
7.836219	55.292933	0.1201	0.0000
12.636103	55.292939	1.0332	0.8693
9.630253	55.292967	2.4645	0.1031
13.707227	55.292986	1.7985	0.9161
9.645986	55.293012	0.0000	0.0873
14.274663	55.293021	1.4371	0.8734
15.442073	55.293038	0.0830	0.0000
9.661720	55.293055	0.0000	0.1655
13.029814	55.293089	1.6425	1.2669
9.677454	55.293096	0.3250	0.8197
9.693187	55.293135	7.5651	5.2101
9.708921	55.293173	1.6216	1.8170
9.724655	55.293208	28.0511	16.4814
14.526974	55.293214	1.4712	0.4649
9.740389	55.293241	14.1688	7.2129
7.379622	55.293266	0.0000	0.1017
12.620378	55.293266	1.5996	0.9365
9.756123	55.293273	3.4811	2.3452
13.376375	55.293282	2.7670	0.8742
9.771857	55.293302	4.0996	3.3625
6.009060	55.293322	0.0618	0.0000
13.990940	55.293322	1.7765	0.5884
9.787591	55.293329	18.2632	9.5622
15.000212	55.293334	1.6217	0.5990
9.803325	55.293355	1232.8890	591.2598
9.819059	55.293379	41.3159	4.9899
15.221140	55.293379	0.5211	0.1179
9.834793	55.293400	3.4231	1.1296
9.850527	55.293420	5.1926	2.6586
9.866261	55.293437	17.7079	10.9615
13.691511	55.293447	1.0936	0.5180
9.881995	55.293453	6.6983	2.9104
13.014093	55.293466	1.6182	0.8617
7.867674	55.293468	0.0987	0.0000
16.737727	55.293479	0.0810	0.0000
14.763589	55.293496	16.0658	10.4564
14.258954	55.293553	2.0638	1.0356
12.604653	55.293592	3.3775	0.7643
13.360656	55.293702	3.2252	1.1979
15.426379	55.293715	0.1574	0.0000
14.511268	55.293777	1.4298	0.5250
6.024772	55.293819	0.0466	0.0000
13.975228	55.293819	2.0808	0.7554
12.998371	55.293840	1.3232	0.6732
13.675795	55.293906	0.7795	0.4255
12.588928	55.293916	3.2950	1.5047
14.984511	55.293956	2.9715	0.7879
7.899131	55.293996	0.0000	0.0980
15.205442	55.294029	0.6344	0.2263
14.243244	55.294083	1.6634	0.9687
14.747885	55.294088	18.0937	8.3819
6.655063	55.294120	0.0000	0.0529
13.344937	55.294120	3.5917	1.3621
12.982648	55.294213	1.0385	1.0775
16.010759	55.294217	0.1539	0.0000
12.573203	55.294237	2.1615	1.0968
7.914859	55.294257	0.0000	0.0846
13.959514	55.294313	1.3719	0.3009
16.722054	55.294317	0.0196	0.0000
14.495561	55.294338	1.5982	0.5922
13.660079	55.294363	0.8964	0.4069
15.410684	55.294390	0.6453	0.0000
15.615934	55.294417	0.0855	0.0000
7.930588	55.294516	0.1618	0.0000
6.670782	55.294535	0.0000	0.1531
13.329218	55.294535	3.7781	2.0770
12.557477	55.294557	1.4151	0.5062
14.968810	55.294576	3.2292	1.1618
12.966926	55.294584	1.0319	0.6505
5.772467	55.294610	0.0137	0.0000
14.227533	55.294610	1.7300	0.7874
15.189744	55.294677	4.3831	1.7341
14.732181	55.294679	5.6502	2.2296
13.943801	55.294806	1.1763	0.3898
6.355638	55.294818	0.0715	0.0000
13.644362	55.294818	1.3805	0.3974
12.541751	55.294875	1.6063	0.4934
14.479853	55.294897	2.0631	0.4607
6.686502	55.294949	0.1660	0.0021
13.313498	55.294949	3.0458	1.5676
12.951203	55.294953	0.9022	0.6805
15.995073	55.294965	0.0165	0.0000
7.962045	55.295028	0.1472	0.0994
15.394988	55.295063	0.7741	0.0000
15.600241	55.295115	0.0045	0.0000
14.211823	55.295136	1.4494	0.7310
5.788177	55.295136	0.0312	0.0000
7.473975	55.295191	0.0862	0.0000
12.526025	55.295191	1.8195	1.0201
5.046892	55.295194	0.0872	0.0222
14.953108	55.295194	3.1659	1.1700
14.716476	55.295268	3.1504	1.0366
13.628645	55.295271	1.3686	0.5969
7.977775	55.295281	0.2931	0.0958
13.928087	55.295296	1.1772	0.2519
12.935480	55.295320	0.8337	0.6655
15.174045	55.295322	5.1995	2.6672
13.297778	55.295361	2.2307	1.2045
5.535855	55.295455	0.0408	0.0000
14.464145	55.295455	1.7604	0.5374
12.510299	55.295505	2.8673	1.5910
7.993504	55.295532	0.0381	0.1034
5.803889	55.295660	0.0291	0.0000
14.196111	55.295660	1.4017	0.8883
12.919757	55.295685	0.9029	0.7297
13.612928	55.295723	1.0249	0.6150
15.379292	55.295734	0.2471	0.0000
13.282057	55.295772	1.9969	1.2311
8.009234	55.295781	0.2948	0.0000
13.912373	55.295785	1.5840	0.2635
5.062594	55.295810	0.0038	0.0548
14.937406	55.295810	3.5291	1.4035
7.505428	55.295817	0.0781	0.0000
12.494572	55.295817	4.9778	3.4076
14.700771	55.295855	2.0887	1.0871
15.158346	55.295966	1.5792	0.6095
5.551563	55.296010	0.0358	0.0000
14.448437	55.296010	1.8068	0.4012
8.024963	55.296029	0.3647	0.0000
12.904033	55.296047	1.2601	0.7810
7.521155	55.296127	0.0137	0.0927
12.478845	55.296127	13.5961	11.6089
13.597210	55.296172	1.5950	0.7710
13.266337	55.296180	1.9227	1.1544
6.733663	55.296180	0.0782	0.0000
5.819600	55.296182	0.0376	0.0000
14.180400	55.296182	1.3930	1.2002
13.896658	55.296272	1.5789	0.2748
8.040693	55.296274	0.0559	0.2013
16.153285	55.296348	0.0000	0.0371
15.363596	55.296403	0.2509	0.0000
12.888309	55.296408	1.6364	0.6313
5.078297	55.296425	0.0000	0.0265
14.921703	55.296425	3.2220	1.2430
7.536881	55.296435	0.3102	0.0140
12.463119	55.296435	10.4988	13.0334
14.685065	55.296439	2.1799	1.3899
15.568855	55.296507	0.0000	0.0315
8.056423	55.296517	0.1798	0.0000
14.432728	55.296563	1.7225	0.4158
6.749384	55.296586	0.1165	0.0000
13.250616	55.296586	2.0584	0.9807
15.142646	55.296608	3.3783	1.5914
13.581492	55.296619	1.3878	0.7913
14.164688	55.296702	1.2853	1.2260
7.552609	55.296741	0.1596	0.0000
12.447391	55.296741	14.8101	0.9614
13.880943	55.296756	1.4967	0.3808
8.072154	55.296758	0.1847	0.0000
12.872585	55.296768	2.0800	0.7865
11.188085	55.296903	0.3380	0.1047
13.234894	55.296990	2.1989	1.5850
8.087884	55.296998	0.0887	0.2636
14.669359	55.297022	2.4029	1.2404
14.906000	55.297037	2.9012	0.9652
7.568336	55.297045	0.0851	0.0000
12.431664	55.297045	0.3202	0.5293
11.172351	55.297050	0.9947	0.2540
13.565774	55.297065	1.1599	0.6110
15.347899	55.297071	0.2255	0.0000
16.137600	55.297113	0.1205	0.1041
5.582981	55.297115	0.0409	0.0000
14.417019	55.297115	1.7040	0.4161
12.856860	55.297125	1.7561	0.8249
11.156618	55.297195	4.8850	3.4693
15.553161	55.297200	0.0000	0.0530
14.148976	55.297220	1.9410	0.8257
5.851024	55.297220	0.0614	0.0000
8.103615	55.297235	0.0882	0.0459
13.865228	55.297239	0.8886	0.4005
15.126946	55.297247	1.7471	1.0797
11.140884	55.297338	6.0217	4.0444
13.219173	55.297392	1.9793	0.8993
8.119345	55.297471	0.0936	0.0000
11.125150	55.297480	7.0664	3.7433
7.158864	55.297480	0.0000	0.1100
12.841136	55.297480	1.8561	1.4192
13.550055	55.297508	1.7190	0.7782
14.653653	55.297603	2.4634	1.5413
11.109416	55.297619	3.7173	2.1491
7.599792	55.297647	0.0755	0.0000
14.890297	55.297647	2.9985	0.8336
5.598691	55.297664	0.0485	0.0000
14.401309	55.297664	1.5985	0.3331
8.135076	55.297704	0.0903	0.0711
13.849512	55.297720	1.0492	0.2703
15.332202	55.297736	0.4054	0.1221
14.133263	55.297736	2.2668	1.1245
11.093682	55.297756	4.5752	1.7987
13.203451	55.297793	1.4702	1.1667
12.825411	55.297833	2.4728	1.5976
16.121915	55.297877	0.0000	0.0445
15.111246	55.297885	1.6674	0.8006
15.537466	55.297890	0.1777	0.0147
11.077948	55.297892	5.4167	2.0106
8.150808	55.297936	0.2765	0.1326
7.615520	55.297945	0.0757	0.0000
13.534336	55.297950	2.0579	0.8741
11.062214	55.298025	2.7451	1.2286
11.046479	55.298157	1.0897	1.2076
8.166539	55.298165	0.1276	0.1478
14.637946	55.298182	2.6740	1.0123
12.809686	55.298184	2.6450	1.7702
13.187729	55.298191	1.2798	1.0727
13.833796	55.298198	1.0690	0.3423
14.385599	55.298212	1.4115	0.4207
7.631248	55.298242	0.1103	0.0287
14.117550	55.298250	1.9338	0.9443
14.874593	55.298256	2.3980	1.0984
11.030745	55.298286	2.0923	1.4514
13.518617	55.298389	2.1436	1.3552
8.182270	55.298393	0.1927	0.1997
15.316504	55.298399	0.4907	0.1373
11.015010	55.298414	4.9768	2.3032
15.727046	55.298425	0.0679	0.0000
15.095545	55.298521	2.0971	1.5461
12.793960	55.298533	2.9256	1.3457
7.646976	55.298536	0.1207	0.0505
10.999276	55.298539	5.7652	2.2590
4.478229	55.298579	0.0000	0.0450
15.521771	55.298579	0.3215	0.0215
13.172006	55.298587	1.3053	0.9383
8.198002	55.298618	0.4431	0.2428
10.983541	55.298663	6.3925	2.8933
13.818080	55.298675	1.3751	0.3666
14.369889	55.298757	1.2560	0.5369
14.622239	55.298759	2.8530	1.2433
14.101837	55.298763	1.3378	1.1187
10.967806	55.298784	8.6156	3.1809
13.502898	55.298827	2.3209	1.4473
7.662705	55.298828	0.0681	0.0000
8.213734	55.298842	0.4120	0.2600
14.858889	55.298862	3.5208	1.1269
12.778234	55.298881	1.9317	0.6481
10.952071	55.298904	6.5837	2.9304
13.156284	55.298982	1.6140	1.0770
10.936336	55.299022	4.4074	2.2913
15.300805	55.299061	0.5882	0.2129
8.229466	55.299064	0.0273	0.1819
7.678434	55.299119	0.0739	0.0000
15.711353	55.299138	0.0162	0.0000
10.920601	55.299138	4.2767	2.7701
13.802363	55.299150	1.4060	0.6515
15.079843	55.299155	2.1175	2.1294
12.762509	55.299226	2.1146	0.4806
10.904866	55.299251	8.3394	3.4440
13.487178	55.299262	3.0260	1.9760
15.506076	55.299266	0.0000	0.1326
14.086123	55.299273	1.7388	1.1937
8.245198	55.299283	0.3104	0.0378
14.354178	55.299301	1.6147	0.6617
14.606531	55.299334	3.0886	0.9794
10.889130	55.299363	14.2648	7.5609
13.140561	55.299374	2.5066	1.6069
7.694163	55.299407	0.1005	0.0000
15.900944	55.299410	0.0000	0.0767
16.960200	55.299416	0.0666	0.0000
14.843184	55.299467	4.4195	1.4259
10.873395	55.299473	5.8309	4.3773
8.260930	55.299501	0.1738	0.1576
12.746782	55.299569	2.2863	0.8076
10.857660	55.299581	1.6838	14.7329
13.786646	55.299623	1.3397	0.7980
10.841924	55.299687	1.4439	3.3470
13.471458	55.299696	3.6749	1.4313
8.276663	55.299717	0.3596	0.0000
15.285107	55.299720	0.4626	0.0631
13.124837	55.299765	1.9466	1.3705
14.070409	55.299781	1.6459	1.1328
15.064141	55.299787	2.6460	1.5370
10.826189	55.299791	1.3041	1.5454
14.338467	55.299842	1.3768	0.4458
15.695660	55.299848	0.0451	0.0000
10.810453	55.299893	4.4486	3.1109
14.590823	55.299907	2.6701	0.7407
12.731056	55.299911	1.2265	0.9520
8.292395	55.299931	0.0952	0.1495
15.490380	55.299951	0.0558	0.0215
10.794717	55.299993	208.4785	184.3074
14.827479	55.300069	6.0066	2.5529
10.778981	55.300091	95.1790	2.0098
13.770928	55.300094	1.6550	0.8872
13.455737	55.300128	2.5251	1.3820
8.308128	55.300143	0.3326	0.0070
15.885254	55.300145	0.0000	0.0186
13.109114	55.300153	1.0366	1.2803
12.715329	55.300250	0.8120	0.3303
16.944528	55.300282	0.7156	0.0000
14.054694	55.300287	1.2931	0.9628
8.323861	55.300353	0.0562	0.0000
15.269407	55.300378	0.2600	0.0775
14.322756	55.300382	1.4082	0.4564
15.048439	55.300417	3.9799	1.0800
14.575114	55.300478	2.3997	0.8109
13.093390	55.300540	0.6671	1.1371
15.679967	55.300557	0.1609	0.0000
13.440016	55.300558	2.5422	1.9182
13.755211	55.300563	1.8047	0.9167
12.699602	55.300588	0.8313	0.5908
15.474684	55.300634	0.0299	0.0215
14.811773	55.300670	6.9307	3.1103
16.770584	55.300737	0.0793	0.0000
14.038979	55.300792	1.5867	0.9227
15.869564	55.300877	0.1146	0.0000
14.307044	55.300920	1.3256	0.7188
7.316125	55.300923	0.0355	0.0000
12.683875	55.300923	0.6279	0.2838
13.077666	55.300924	1.1750	0.9032
13.424295	55.300985	2.6383	1.6391
13.739492	55.301030	1.4891	1.0299
15.253707	55.301033	0.7575	0.1290
15.032736	55.301045	4.6174	1.3265
14.559405	55.301047	2.3921	0.7245
16.928855	55.301146	0.1358	0.0000
7.331852	55.301257	0.0221	0.0000
12.668148	55.301257	0.5648	0.2182
15.664273	55.301263	0.0447	0.0000
14.796067	55.301268	11.8925	4.4845
14.023264	55.301294	1.4145	0.9058
13.061941	55.301307	1.2868	0.8618
15.458987	55.301315	0.1744	0.0215
8.402528	55.301373	0.0000	0.0683
13.408574	55.301411	3.2081	1.5532
14.291331	55.301456	1.5055	0.5660
13.723774	55.301495	1.9230	1.0231
8.418261	55.301571	0.0000	0.1004
16.754909	55.301579	0.0457	0.0000
12.652420	55.301589	0.3646	0.2552
14.543696	55.301614	2.3071	0.8367
15.017033	55.301671	4.5324	1.4200
15.238007	55.301687	0.8367	0.0678
13.046217	55.301688	1.6145	1.1918
8.433995	55.301767	0.0000	0.0858
14.007548	55.301795	1.9295	1.1467
13.392852	55.301835	3.4861	1.4640
14.780360	55.301865	24.6934	31.6061
9.614433	55.301906	0.0000	0.1216
7.835735	55.301915	0.1820	0.0000
12.636692	55.301918	1.1128	0.9855
9.630170	55.301953	0.1653	0.0132
13.708055	55.301958	2.0270	0.8243
14.275619	55.301989	1.8477	0.9239
15.443289	55.301995	0.0000	0.0215
9.645907	55.301998	0.0000	0.1206
9.661644	55.302041	0.0400	0.2117
13.030492	55.302066	1.8962	0.8229
9.677382	55.302083	0.4534	0.8159
9.693119	55.302122	7.7348	5.3688
9.708856	55.302159	2.0720	1.6398
14.527986	55.302180	2.1170	0.8246
7.851466	55.302184	0.0721	0.0000
9.724594	55.302194	21.6349	12.5405
9.740331	55.302228	19.3756	10.6052
7.379036	55.302246	0.0000	0.1012
12.620964	55.302246	1.7806	0.8631
13.377130	55.302257	2.9982	1.6848
9.756068	55.302259	1.4869	0.8458
9.771806	55.302289	6.8433	2.0921
13.991832	55.302293	1.2689	1.0361
15.001329	55.302295	4.4633	1.1824
9.787543	55.302316	37.9227	10.6826
15.222306	55.302339	0.7144	0.1614
9.803281	55.302342	1.8421	0.6603
9.819018	55.302365	0.0735	0.0021
9.834756	55.302387	1.7734	0.4062
9.850493	55.302406	5.9411	3.4159
13.692336	55.302420	1.8810	0.6058
9.866231	55.302424	18.8809	12.1291
9.881968	55.302440	2.7453	0.9756
13.014767	55.302443	1.2979	1.0670
7.867197	55.302450	0.0987	0.0000
14.764654	55.302460	24.1081	18.1540
14.259906	55.302521	2.3223	0.8210
12.605235	55.302572	2.4965	0.9642
15.632884	55.302671	0.0390	0.0000
15.427591	55.302672	0.0620	0.0215
13.361408	55.302677	3.1701	1.8976
14.512276	55.302743	1.5290	0.7959
6.023884	55.302790	0.0975	0.0000
13.976116	55.302790	1.3502	0.9353
12.999041	55.302818	1.2693	0.7951
13.676617	55.302879	2.1913	0.5305
12.589507	55.302895	3.9679	1.3358
14.985625	55.302918	3.3481	0.8448
7.898661	55.302978	0.0000	0.0967
15.206605	55.302988	1.6384	0.4041
14.244192	55.303051	1.8796	0.8863
14.748946	55.303052	10.0326	4.7968
13.345685	55.303095	3.9419	2.8083
12.983315	55.303191	1.0794	1.2866
12.573778	55.303217	1.7369	1.0726
7.914393	55.303239	0.0000	0.0847
6.039601	55.303284	0.0116	0.0000
13.960399	55.303284	1.5767	0.9180
14.496565	55.303304	1.2801	0.6030
13.660897	55.303336	2.2918	0.6392
15.411893	55.303347	0.5293	0.0242
15.617189	55.303372	0.0509	0.0000
7.930125	55.303498	0.1245	0.0000
6.670038	55.303511	0.0000	0.1069
13.329962	55.303511	4.0705	2.6567
12.558049	55.303537	1.1121	0.5467
14.969920	55.303538	2.9128	0.8519
12.967589	55.303562	1.2511	0.9910
14.228478	55.303579	1.3616	0.9344
15.190904	55.303636	4.8134	2.4061
14.733238	55.303643	8.0168	2.8778
7.945857	55.303755	0.0371	0.0000
16.186034	55.303759	0.0000	0.0132
13.944682	55.303777	1.4147	0.9424
6.354823	55.303791	0.0189	0.0000
13.645177	55.303791	2.0557	0.7044
12.542319	55.303855	2.9043	1.1997
14.480854	55.303864	1.1582	0.7562
15.996413	55.303915	0.1694	0.0000
6.685761	55.303925	0.1060	0.1011
13.314239	55.303925	4.7580	2.6584
12.951863	55.303931	0.9790	0.8090
7.961590	55.304010	0.0909	0.1016
15.396194	55.304020	0.4046	0.0250
5.787236	55.304105	0.0449	0.0000
14.212764	55.304105	1.3683	1.0756
14.954215	55.304156	3.7483	0.9482
7.473410	55.304171	0.0863	0.0000
12.526590	55.304171	2.2171	1.1066
14.717530	55.304232	6.2096	2.3416
6.370544	55.304245	0.0525	0.0000
13.629456	55.304245	1.6637	0.5132
7.977322	55.304264	0.0869	0.0962
13.928965	55.304268	1.8026	0.8060
15.175201	55.304282	6.7107	3.6701
12.936136	55.304298	1.0108	1.1936
6.701485	55.304337	0.0576	0.0000
13.298515	55.304337	5.9790	2.9993
14.465143	55.304421	1.1329	0.6870
7.489140	55.304485	0.0044	0.0000
12.510860	55.304485	2.7745	1.6953
7.993055	55.304515	0.1700	0.1035
16.170347	55.304529	0.0000	0.1022
14.197049	55.304629	1.3743	0.9639
12.920409	55.304663	1.3925	1.0851
15.380494	55.304692	0.0927	0.0250
13.613735	55.304696	2.1110	0.7258
13.282791	55.304747	6.5919	2.9815
13.913247	55.304756	1.3099	0.7934
8.008788	55.304764	0.2097	0.0000
5.061491	55.304773	0.0912	0.0000
14.938509	55.304773	3.4874	0.9358
7.504870	55.304797	0.2607	0.0000
12.495130	55.304797	7.3157	5.1032
14.701821	55.304819	5.0163	2.1480
15.159499	55.304926	4.9419	2.3287
5.550569	55.304977	0.0769	0.0000
14.449431	55.304977	0.8545	0.6218
8.024522	55.305011	0.3416	0.0000
12.904682	55.305026	1.4394	1.2976
7.520600	55.305107	0.2103	0.0980
12.479400	55.305107	13.8920	11.5823
13.598014	55.305146	1.9229	0.3694
5.818666	55.305151	0.0506	0.0000
14.181334	55.305151	1.3756	1.2018
6.732933	55.305156	0.0782	0.0000
13.267067	55.305156	6.8049	3.0353
13.897529	55.305243	1.1347	0.8310
8.040255	55.305257	0.2453	0.1157
16.154660	55.305296	0.0000	0.0672
15.364795	55.305361	0.2771	0.0250
12.888955	55.305387	1.9061	1.2150
5.077197	55.305387	0.0000	0.0283
14.922803	55.305387	3.8735	1.2535
14.686112	55.305404	3.6499	1.8412
7.536331	55.305415	0.0864	0.0000
12.463669	55.305415	6.9858	8.7767
15.570099	55.305462	0.0000	0.0845
8.055989	55.305500	0.1657	0.1219
